"ID","Tipo","SKU","Nombre","Publicado","¿Está destacado?","Visibilidad en el catálogo","Descripción corta","Descripción","Estado del impuesto","Clase de impuesto","¿En inventario?","Inventario","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","Precio rebajado","Precio normal","Categorías","Etiquetas","Clase de envío","Imágenes https://drive.google.com/drive/folders/1aGLzV9KTZtu0GRPBiOBXpyDOLDpRR7fl","Swatches Attributes","Nombre del atributo 1","Valor(es) del atributo talla","Atributo visible talla","Atributo global talla","Atributo por defecto talla"
"BTS00314","variacion","","BATA SUPREME NIGHT (XL)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","XL","","",""
"BTS004","variable","","BATA SUPREME LOL ","1","1","visible","","Bata larga, con cierre frontal con solapa, 2 bolsillos frontales, puño de manga resortado.
Están fabricadas en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.
","taxable","parent","0","","","","","","","180000","BATAS ESTAMPADAS","","","Bata LOL. Jpg","","Talla","XS, S, M, L, XL","1","1","M"
"BTS00406","variacion","","BATA SUPREME LOL (XS)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","XS","","",""
"BTS00408","variacion","","BATA SUPREME LOL (S)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","S","","",""
"BTS00410","variacion","","BATA SUPREME LOL (M)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","M","","",""
"BTS00412","variacion","","BATA SUPREME LOL (L)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","L","","",""
"BTS00414","variacion","","BATA SUPREME LOL (XL)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","XL","","",""
"HG908","variable","","GORRO SPACECAT","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","6","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO SPACECAT","","producto simple","unica","1","1",""
"HG902","variable","","GORRO MONSTER","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","6","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO MONSTER","","producto simple","unica","1","1",""
"HG909","variable","","GORRO LOL","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","6","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO LOL","","producto simple","unica","1","1",""
"HG912","variable","","GORRO DRAGON","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","1","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO DRAGON","","producto simple","unica","1","1",""
"HG913","variable","","GORRO FRUITS","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO FRUITS","","producto simple","unica","1","1",""
"HG915","variable","","GORRO KOALA","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","2","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO KOALA","","producto simple","unica","1","1",""
"HG919","variable","","GORRO LLAMAS","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","2","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO LLAMAS","","producto simple","unica","1","1",""
"HG920","variable","","GORRO BIRDS","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO BIRDS","","producto simple","unica","1","1",""
"HG923","variable","","GORRO CATS","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO CATS","","producto simple","unica","1","1",""
"HG925","variable","","GORRO FLYPETS","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","5","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO FLYPETS","","producto simple","unica","1","1",""
"HG926","variable","","GORRO CRAZY","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","5","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO CRAZY","","producto simple","unica","1","1",""
"HG927","variable","","GORRO VIRUS","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO VIRUS","","producto simple","unica","1","1",""
"HG928","variable","","GORRO EMOTICONS","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","5","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO EMOTICONS","","producto simple","unica","1","1",""
"HG929","variable","","GORRO SUPER","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","4","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO SUPER","","producto simple","unica","1","1",""
"HG930","variable","","GORRO HEART","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","4","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO HEART","","producto simple","unica","1","1",""
"HG931","variable","","GORRO STARS","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","4","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO STARS","","producto simple","unica","1","1",""
"HG933","variable","","GORRO STICKER BOOM","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO STICKER BOOM","","producto simple","unica","1","1",""
"HG934","variable","","GORRO FACECAT","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO FACECAT","","producto simple","unica","1","1",""
"HG935","variable","","GORRO SMALLBOX","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO SMALLBOX","","producto simple","unica","1","1",""
"HG936","variable","","GORRO REDLOVE","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO REDLOVE","","producto simple","unica","1","1",""
"HG937","variable","","GORRO OCTOPUS","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO OCTOPUS","","producto simple","unica","1","1",""
"HG938","variable","","GORRO COOKIES","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO COOKIES","","producto simple","unica","1","1",""
"HG939","variable","","GORRO RAINBOW","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO RAINBOW","","producto simple","unica","1","1",""
"HG940","variable","","GORRO ALIEN","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO ALIEN","","producto simple","unica","1","1",""
"HG941","variable","","GORRO FLOWER","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO FLOWER","","producto simple","unica","1","1",""
"HG942","variable","","GORRO AVOCADO","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO AVOCADO","","producto simple","unica","1","1",""
"HG943","variable","","GORRO GLOBE","1","0","visible","","Gorro con bolsa para el cabello, diseñados para que se acomoden suavemente a la cabeza con cinta para amarrar y elástico interno posterior para mejorar su ajuste.","taxable","parent","1","10","","","","","20%","35000","GORRO QUIRÚRGICO ","","","GORRO GLOBE","","producto simple","unica","1","1",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
